STATION_NO,STATUT,DATE_MAJ_ISO,STATIONNEMENT,OBJECTID,X_32187,Y_32187,LON_WGS84,LAT_WGS84,RUE_REVERSE
3224,Éteint,2025-12-31T21:15:39,Permis,1506,242633.92337500025,5182709.761125,-71.3141368946153,46.78105547000123,"2971-2991 Rue De Dompierre, Quebec, QC, G1X 1E2, CAN"
3225,Éteint,2025-12-31T21:15:39,Permis,1507,242718.88062500022,5182814.496375,-71.31303857999721,46.78200552506575,"2971-2991 Rue De Dompierre, Quebec, QC, G1X 1E2, CAN"
3226,Éteint,2025-12-31T21:15:39,Permis,1508,242604.84300000034,5182829.433,-71.31453393249672,46.78212926874178,"2989-2993 Rue Prévert, Quebec, QC, G1X 1A8, CAN"
3227,Éteint,2025-12-31T21:15:39,Permis,1509,243246.72862500045,5182023.8335,-71.30602023721093,46.774941995738736,"819-865 Rue De Rougemont, Quebec, QC, G1X 2M3, CAN"
3228,Éteint,2025-12-31T21:15:39,Permis,1510,243160.02350000013,5182179.003249999,-71.30717635469563,46.77632982791066,"819-865 Rue De Rougemont, Quebec, QC, G1X 2M3, CAN"
3229,Éteint,2025-12-31T21:15:39,Permis,1511,242984.4268749999,5182346.81175,-71.30949818158517,46.777823112683016,"2929-2931 Rue Pinsart, Quebec, QC, G1X, CAN"
3230,Éteint,2025-12-31T21:15:39,Permis,1512,242878.8571250001,5182406.667125,-71.31088859814594,46.7783517563953,"778-788 Rue De Rougemont, Quebec, QC, G1X, CAN"
3231,Éteint,2025-12-31T21:15:39,Permis,1513,243274.48712499999,5182516.889875,-71.30572294431319,46.77937985671284,"751-799 Rue Jacques Berthiaume, Quebec, QC, G1V 3T3, CAN"
3232,Éteint,2025-12-31T21:15:39,Permis,1514,243160.82612499967,5182639.055125,-71.30722769361147,46.780468308489084,"727-739 Rue Jacques Berthiaume, Quebec, QC, G1V, CAN"
3233,Éteint,2025-12-31T21:15:39,Permis,1515,243233.94237499963,5182819.2373750005,-71.30629445791774,46.78209589056567,"733-739 Av Du Chanoine Scott, Quebec, QC, G1V, CAN"
3234,Éteint,2025-12-31T21:15:39,Permis,1399,243365.3077499997,5182680.60275,-71.3045556388689,46.7808609064243,"747-787 Av Du Chanoine Scott, Quebec, QC, G1V, CAN"
3235,Éteint,2025-12-31T21:15:39,Permis,1400,243476.6275000004,5182583.308499999,-71.30308491619884,46.77999593197176,"747-787 Av Du Chanoine Scott, Quebec, QC, G1V, CAN"
3236,Éteint,2025-12-31T21:15:39,Permis,1401,243548.3303749999,5182502.7809999995,-71.30213523863205,46.7792781292185,"Residence Chanoine Scott, 809 Av Du Chanoine-Scott, Québec, QC, G1V, CAN"
3237,Éteint,2025-12-31T21:15:39,Permis,1402,243658.1116249999,5182370.03225,-71.30068001525366,46.778094049743665,"809-891 Av Du Chanoine Scott, Quebec, QC, G1V 3N5, CAN"
3238,Éteint,2025-12-31T21:15:39,Permis,1403,243776.4071249999,5182245.294125,-71.29911443762813,46.776982789544775,"893-939 Av Du Chanoine Scott, Quebec, QC, G1V, CAN"
3239,Éteint,2025-12-31T21:15:39,Permis,1404,243559.5848749997,5181932.799125001,-71.30191174322522,46.774151869815476,"895-919 Rue Monseigneur Grandin, Quebec, QC, G1V 3X8, CAN"
3240,Éteint,2025-12-31T21:15:39,Permis,1405,243285.01612500008,5182264.69375,-71.30555123713287,46.77711219070191,"807-831 Rue Monseigneur Grandin, Quebec, QC, G1V 3X5, CAN"
3241,Éteint,2025-12-31T21:15:39,Permis,1406,243420.09637499973,5182072.28025,-71.3037567574483,46.77539376506513,"847-859 Rue Monseigneur Grandin, Quebec, QC, G1V, CAN"
3242,Éteint,2025-12-31T21:15:39,Permis,1407,243292.15225000028,5182206.97325,-71.30545005500841,46.77659362202322,"807-831 Rue Monseigneur Grandin, Quebec, QC, G1V 3X5, CAN"
3243,Éteint,2025-12-31T21:15:39,Permis,1408,243363.5049999999,5182258.3555,-71.30452266456183,46.77706240422322,"811-837 Rue Isidore Garon, Quebec, QC, G1V 3W9, CAN"
3244,Éteint,2025-12-31T21:15:39,Permis,1409,243618.72049999982,5181996.103250001,-71.30114591610644,46.77472674748799,"883-889 Rue Isidore Garon, Quebec, QC, G1V, CAN"
3245,Éteint,2025-12-31T21:15:39,Permis,1410,243498.65625,5182115.7225,-71.30273394411033,46.7757917710135,"845-881 Rue Isidore Garon, Quebec, QC, G1V 3X3, CAN"
3246,Éteint,2025-12-31T21:15:39,Permis,1473,243496.81087500043,5182457.476125,-71.30280379810968,46.778865857463195,"803-809 Rue Du Chanoine Martin, Quebec, QC, G1V, CAN"
3247,Éteint,2025-12-31T21:15:39,Permis,1411,243548.62062500045,5182370.476875,-71.30211376297068,46.77808800985531,"811-827 Rue Du Chanoine Martin, Quebec, QC, G1V, CAN"
3248,Éteint,2025-12-31T21:15:39,Permis,1412,243778.75737500004,5182127.401000001,-71.29906797503679,46.77592249183042,"889-905 Rue Du Chanoine Martin, Quebec, QC, G1V 3P8, CAN"
3249,Éteint,2025-12-31T21:15:39,Permis,1413,243667.91000000015,5182244.71025,-71.30053500550659,46.77696760857218,"845-863 Rue Du Chanoine Martin, Quebec, QC, G1V 3P6, CAN"
3250,Éteint,2025-12-31T21:15:39,Permis,1534,243168.05599999987,5180315.182875,-71.30682078161642,46.75956450193584,"3162-3408 Rue De Namur, Quebec, QC, G1W 2V2, CAN"
3251,Éteint,2025-12-31T21:15:39,Permis,1535,242990.12687500007,5180212.78875,-71.30913601474678,46.758626966744565,"3162-3408 Rue De Namur, Quebec, QC, G1W 2V2, CAN"
3252,Éteint,2025-12-31T21:15:39,Permis,1536,242969.9152499996,5180292.35475,-71.30941129103158,46.759340835575095,"3334-3362 Av Montpetit, Quebec, QC, G1W, CAN"
3253,Éteint,2025-12-31T21:15:39,Permis,1537,242828.31324999966,5180163.168375,-71.31124735426187,46.758165609211744,"3390-3394 Av Montpetit, Quebec, QC, G1W 2T5, CAN"
3254,Éteint,2025-12-31T21:15:39,Permis,1538,244648.71612500027,5180399.5875,-71.28745050368346,46.76045877414245,"1301-1335 Rue Dolan, Quebec, QC, G1W, CAN"
3255,Éteint,2025-12-31T21:15:39,Permis,1539,244702.71925000008,5180448.832875,-71.28675005720143,46.76090662749575,"1300-1328 Rue De Chambly, Quebec, QC, G1W, CAN"
3256,Éteint,2025-12-31T21:15:39,Permis,1623,243964.1046249997,5181869.251375001,-71.2966068645968,46.773617213173694,"963-985 Rue Mainguy, Quebec, QC, G1V, CAN"
3257,Éteint,2025-12-31T21:15:39,Permis,1540,244086.14850000013,5181747.6775,-71.29499284318968,46.772534700198385,"1015-1023 Rue Mainguy, Quebec, QC, G1V 3S8, CAN"
3258,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,1541,243983.83637499996,5181951.78325,-71.29635946042733,46.77436143098192,"921-953 Rue Pouliot, Quebec, QC, G1V 3N8, CAN"
3259,Éteint,2025-12-31T21:15:39,Permis,1542,244176.48512499966,5182015.008625001,-71.29384542246103,46.77494770302422,"985-1039 Av Wolfe, Quebec, QC, G1V, CAN"
3260,Éteint,2025-12-31T21:15:39,Permis,1673,244320.46600000001,5181865.08475,-71.29194045319954,46.773612115033,"1039 Av Wolfe, Québec, QC, G1V 3J9, CAN"
3261,Éteint,2025-12-31T21:15:39,Permis,1543,244445.93687499966,5181734.301875001,-71.29028044370713,46.772447005340325,"1055-1063 Av Wolfe, Quebec, QC, G1V 4V1, CAN"
3262,Éteint,2025-12-31T21:15:39,Permis,1544,242461.73474999983,5180557.953,-71.31609921447459,46.761682791173094,"3412-3416 Av Maricourt, Quebec, QC, G1W 2M5, CAN"
3263,Éteint,2025-12-31T21:15:39,Permis,1545,242276.95112499967,5180390.548125001,-71.31849524213803,46.76015962155444,"3437-3475 Av Maricourt, Quebec, QC, G1W, CAN"
3264,Éteint,2025-12-31T21:15:39,Permis,1546,242212.18099999987,5180425.5875,-71.31934784332614,46.76046875202388,"3460-3500 Av Maricourt, Quebec, QC, G1W, CAN"
3265,Éteint,2025-12-31T21:15:39,Permis,1644,244330.69875000045,5181544.566500001,-71.29176421728326,46.77072979933958,"1063-1093 Rue Landry, Quebec, QC, G1V, CAN"
3266,Éteint,2025-12-31T21:15:39,Permis,1645,244443.4918750003,5181574.513499999,-71.290291428505,46.771009396939924,"2830-2846 Rue Wilfrid Légaré, Quebec, QC, G1V, CAN"
3267,Éteint,2025-12-31T21:15:39,Permis,1646,244334.61087500025,5181479.439625001,-71.29170441318206,46.770144300462505,"2850-2854 Rue Wilfrid Légaré, Quebec, QC, G1V, CAN"
3268,Éteint,2025-12-31T21:15:39,Permis,1722,243273.65600000042,5181061.740250001,-71.30553861683029,46.76628993278687,"1055 Rue De Bar Le Duc, Québec, QC, G1W 2P1, CAN"
3269,Éteint,2025-12-31T21:15:39,Permis,1723,243449.3072499996,5181142.155750001,-71.30324987535582,46.76702947729872,"1017 Rue Gabriel Dumont, Québec, QC, G1W 3Z8, CAN"
3270,Éteint,2025-12-31T21:15:39,Permis,1719,243494.55324999988,5181010.569875,-71.30263995719214,46.76584994598834,"1017-1063 Rue Gabriel Dumont, Quebec, QC, G1W 3Z8, CAN"
3271,Éteint,2025-12-31T21:15:39,Permis,1629,241252.94762500003,5180754.661250001,-71.33194954793538,46.76333834452766,"820-820 Rue Grandjean, Quebec, QC, G1X, CAN"
3272,Éteint,2025-12-31T21:15:39,Permis,1632,241330.1749999998,5180564.984375,-71.33091237227788,46.761639452414485,"3630 Rue Palmarolle, Québec, QC, G1X 3W7, CAN"
3273,Éteint,2025-12-31T21:15:39,Permis,1637,241629.38062500022,5180546.740250001,-71.32699324487334,46.76150370805523,"860-860 Rue Trémoy, Quebec, QC, G1X, CAN"
3274,Éteint,2025-12-31T21:15:39,Permis,1630,241465.41249999963,5180839.110625001,-71.32917994269181,46.76411819398192,"3590-3666 Rue Pélissier, Quebec, QC, G1X, CAN"
3275,Éteint,2025-12-31T21:15:39,Permis,1633,241542.6628750004,5180707.972124999,-71.32815060694575,46.76294586061486,"3590-3666 Rue Pélissier, Quebec, QC, G1X, CAN"
3276,Éteint,2025-12-31T21:15:39,Permis,1631,241420.59087499976,5180724.19875,-71.32975081454633,46.76308025207044,"3601-3723 Rue Pélissier, Quebec, QC, G1X, CAN"
3277,Éteint,2025-12-31T21:15:39,Permis,1635,241431.77749999985,5180577.978375001,-71.32958418560706,46.761765988903164,"3742-3780 Rue Pélissier, Quebec, QC, G1X, CAN"
3278,Éteint,2025-12-31T21:15:39,Permis,1636,241608.7703750003,5180637.08175,-71.32727547352401,46.762314425272585,"3800-3820 Rue Pélissier, Quebec, QC, G1X, CAN"
3279,Éteint,2025-12-31T21:15:39,Permis,1638,241697.66087500006,5180587.312124999,-71.32610503386219,46.761875128100094,"3800-3820 Rue Pélissier, Quebec, QC, G1X, CAN"
3280,Éteint,2025-12-31T21:15:39,Permis,1634,241373.0493750004,5180571.684875,-71.33035207110552,46.76170380031572,"880 Rue Grandjean, Québec, QC, G1X 3Z3, CAN"
3281,Éteint,2025-12-31T21:15:39,Permis,1628,243344.63487500045,5180416.013875,-71.30452293300965,46.76048780520176,"3125-3133 Boul Neilson, Quebec, QC, G1W, CAN"
3282,Éteint,2025-12-31T21:15:39,Permis,1642,241672.84975000005,5180413.513499999,-71.32640590729257,46.76030937662043,"3570-3590 Av Des Compagnons, Quebec, QC, G1X, CAN"
3283,Éteint,2025-12-31T21:15:39,Permis,1641,241441.46537499968,5180479.339125,-71.32944375235338,46.76087959893138,"3600-3620 Av Des Compagnons, Quebec, QC, G1X, CAN"
3284,Éteint,2025-12-31T21:15:39,Permis,1640,241279.15574999992,5180328.230125001,-71.33154744712743,46.75950487978634,"3692-3698 Av Des Compagnons, Quebec, QC, G1X, CAN"
3285,Éteint,2025-12-31T21:15:39,Permis,1639,241159.97387500014,5180150.715375001,-71.3330828667609,46.75789670045589,"3700-3706 Av Des Compagnons, Quebec, QC, G1X, CAN"
3286,Éteint,2025-12-31T21:15:39,Permis,1720,243623.73362500034,5181091.255999999,-71.30095959573349,46.76658761083177,"2905-2905 Rue Du Grand Voyer, Quebec, QC, G1W, CAN"
3287,Éteint,2025-12-31T21:15:39,Permis,1721,243624.0378750004,5180936.725875,-71.30093500793096,46.76519755448931,"1063 Rue Gabriel Dumont, Québec, QC, G1W 3Z8, CAN"
3288,Éteint,2025-12-31T21:15:39,Permis,1713,239167.08412500005,5179291.9705,-71.35904514941575,46.749979043108496,"1215-1281 Rue Onésime Voyer, Quebec, QC, G1Y, CAN"
3289,Éteint,2025-12-31T21:15:39,Permis,1715,239012.41249999963,5179413.8725000005,-71.36108681975364,46.75106039213686,"1215-1281 Rue Onésime Voyer, Quebec, QC, G1Y, CAN"
3290,Éteint,2025-12-31T21:15:39,Permis,1714,239011.99225000013,5179261.2995,-71.36107046044069,46.74968788914367,"1214-1250 Rue Des Chasseurs, Quebec, QC, G1Y 3H8, CAN"
3291,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,1718,247622.31512499973,5182995.129249999,-71.2488497174457,46.78406859156447,"1607-1761 Rue Sheppard, Quebec, QC, G1S, CAN"
4046,Éteint,2025-12-31T21:15:39,Permis,1547,244102.83975000028,5195069.567749999,-71.2965430073267,46.89237276709135,"7880-7910 Rue Des Santolines, Quebec, QC, G1G 0E3, CAN"
4047,Éteint,2025-12-31T21:15:39,Permis,1548,244185.9628750002,5195026.862125,-71.2954465915017,46.891996198762655,"7880-7910 Rue Des Santolines, Quebec, QC, G1G 0E3, CAN"
4048,Éteint,2025-12-31T21:15:39,Permis,1549,244201.26224999968,5194929.042125,-71.29523282842068,46.89111766659166,"7912-8040 Rue Des Santolines, Quebec, QC, G1G, CAN"
4049,Éteint,2025-12-31T21:15:39,Permis,1420,246490.2896250002,5191757.9561250005,-71.26479148930407,46.862797014717536,"7914-7986 Rue Du Moulin Des Jésuites, Quebec, QC, G1H 1B3, CAN"
4050,Éteint,2025-12-31T21:15:39,Permis,1419,246383.02137499955,5191742.866250001,-71.26619636101805,46.862651866082544,"7914-7986 Rue Du Moulin Des Jésuites, Quebec, QC, G1H 1B3, CAN"
4051,Éteint,2025-12-31T21:15:39,Permis,1421,246449.61737500038,5191828.847750001,-71.26533396129805,46.863431153619395,"7914-7986 Rue Du Moulin Des Jésuites, Quebec, QC, G1H 1B3, CAN"
4052,Éteint,2025-12-31T21:15:39,Permis,1475,247200.84537499957,5192348.879625,-71.2555472482092,46.86817454700049,"7906-7950 Av De Lombardie, Quebec, QC, G1H, CAN"
4053,Éteint,2025-12-31T21:15:39,Permis,1476,247171.04124999978,5192458.087625001,-71.25595195659746,46.869154345424306,"7906-7950 Av De Lombardie, Quebec, QC, G1H, CAN"
4054,Éteint,2025-12-31T21:15:39,Permis,1477,247278.66837500036,5192346.479125001,-71.25452620697942,46.86815968617009,"1140 Av De Châtenois, Québec, QC, G1H 4M3, CAN"
4055,Éteint,2025-12-31T21:15:39,Permis,1478,247256.45512500033,5192186.291999999,-71.25479735909387,46.866716803154674,"1020-1040 Av De Châtenois, Quebec, QC, G1H, CAN"
4056,Éteint,2025-12-31T21:15:39,Permis,1425,247356.18149999995,5192359.049125001,-71.25351111521786,46.86827945652454,"7899-7995 Av Sully, Quebec, QC, G1H 6M3, CAN"
4057,Éteint,2025-12-31T21:15:39,Permis,1479,247342.84712500032,5192488.233375,-71.2537022788007,46.869440381127234,"7965 Av Sully, Québec, QC, G1H 0A7, CAN"
4058,Éteint,2025-12-31T21:15:39,Permis,1480,247373.21475000028,5192165.30075,-71.25326332107522,46.86653806417995,"7790 Av Du Château De Chambord, Québec, QC, G1H 4G6, CAN"
4059,Éteint,2025-12-31T21:15:39,Permis,1481,247500.89350000024,5192245.706250001,-71.25159881258767,46.86727235952573,"1210-1220 Rue De Chamonix, Quebec, QC, G1H, CAN"
4060,Éteint,2025-12-31T21:15:39,Permis,1482,247400.26837499999,5192086.7754999995,-71.25289861519057,46.86583402480833,"7645-7675 Av Du Château De Chambord, Quebec, QC, G1H 4G8, CAN"
4061,Éteint,2025-12-31T21:15:39,Permis,1483,247476.81524999999,5191964.281375,-71.25187927135362,46.86473872764401,"7583-7585 Av Du Château De Chambord, Quebec, QC, G1H, CAN"
4062,Éteint,2025-12-31T21:15:39,Permis,1484,247577.7745000003,5191908.238875,-71.25054813073979,46.86424328678495,"1055-1185 Rue Du Pape Paul Vi, Quebec, QC, G1H 1K6, CAN"
4063,Éteint,2025-12-31T21:15:39,Permis,1485,247734.08962500002,5192005.923250001,-71.24851023847344,46.86513543157543,"1187-1295 Rue Du Pape Paul Vi, Quebec, QC, G1H 1K6, CAN"
4064,Éteint,2025-12-31T21:15:39,Permis,1486,247400.33162499964,5191810.544,-71.25286304406832,46.8633491893871,"900-960 Rue De L'Entraide, Quebec, QC, G1H 6T2, CAN"
4065,Éteint,2025-12-31T21:15:39,Permis,1487,247335.29412500001,5191710.42725,-71.25370340510698,46.86244297566034,"7302-7400 8e Av E, Quebec, QC, G1H, CAN"
4066,Éteint,2025-12-31T21:15:39,Permis,1550,245535.8504999997,5191750.37025,-71.27730776966935,46.86264445937582,"8567-8587 Av De Laval, Quebec, QC, G1G, CAN"
4067,Éteint,2025-12-31T21:15:39,Permis,1562,245743.12150000036,5191698.396875,-71.2745827384008,46.86219536199191,"Av De Laval, Quebec, QC, G1G, CAN"
4068,Éteint,2025-12-31T21:15:39,Permis,1563,244998.87312499993,5193899.7775,-71.28463183464595,46.881931247110906,"4220-4254 Rue Des Roses, Quebec, QC, G1G, CAN"
4069,Éteint,2025-12-31T21:15:39,Permis,1564,245209.8387500001,5194035.650625,-71.28188184525563,46.88317241965535,"4256-4420 Rue Des Roses, Quebec, QC, G1G, CAN"
4070,Éteint,2025-12-31T21:15:39,Permis,1565,245407.96812499966,5194175.627250001,-71.27930067519907,46.88444929292082,"4449-4615 Rue Des Roses, Quebec, QC, G1G 1P3, CAN"
4071,Éteint,2025-12-31T21:15:39,Permis,1568,245038.6983749997,5193708.98975,-71.28408434599798,46.8802186132667,"4205-4229 Rue Des Cyprès, Quebec, QC, G1G, CAN"
4072,Éteint,2025-12-31T21:15:39,Permis,1643,246048.22250000015,5194076.248375,-71.2708876883509,46.88361221526519,"3842-3872 Rue Des Thuyas, Quebec, QC, G1G, CAN"
4073,Éteint,2025-12-31T21:15:39,Permis,1569,246141.15137500037,5194082.90975,-71.26966933047093,46.88368034130047,"4080-4294 Rue Des Thuyas, Quebec, QC, G1G, CAN"
4074,Éteint,2025-12-31T21:15:39,Permis,1570,246100.38650000002,5194008.695875,-71.27019460625512,46.883009157895046,"3660-3680 Rue De La Symphorine, Quebec, QC, G1G, CAN"
4075,Éteint,2025-12-31T21:15:39,Permis,1571,245524.43412499968,5190873.661499999,-71.27734366157672,46.854757044645424,"7650-8020 Av Trudelle, Quebec, QC, G1H, CAN"
4076,Éteint,2025-12-31T21:15:39,Permis,1572,245796.0504999999,5190660.678874999,-71.27375448316222,46.85286529722991,"7210-7230 Av Trudelle, Quebec, QC, G1H 5S3, CAN"
4077,Éteint,2025-12-31T21:15:39,Permis,1573,245469.15337499976,5190805.692749999,-71.27805971678724,46.85414070903609,"7615-7955 Av Paiement, Quebec, QC, G1H, CAN"
4078,Éteint,2025-12-31T21:15:39,Permis,1574,245726.7053749999,5190543.603125,-71.27464861802491,46.851805995028954,"7150-7180 Boul Cloutier, Quebec, QC, G1H 5V5, CAN"
4079,Éteint,2025-12-31T21:15:39,Permis,1575,245859.19537500013,5190545.249,-71.27291160645426,46.85183254423818,"7245-7245 Av Paul Comtois, Quebec, QC, G1H 0B6, CAN"
4102,Éteint,2025-12-31T21:15:39,Permis,857,246872.3049999997,5188871.869000001,-71.25941539086355,46.83686855110994,"421-525 41e Rue O, Quebec, QC, G1H 5M6, CAN"
4103,Éteint,2025-12-31T21:15:39,Permis,177,247109.59800000023,5189018.414000001,-71.25632332598039,46.83820739779881,"405-415 41e Rue O, Quebec, QC, G1H 5M6, CAN"
4104,Éteint,2025-12-31T21:15:39,Permis,1102,247269.61199999973,5189117.32,-71.25423817489111,46.839110951882894,"311-387 41e Rue O, Quebec, QC, G1H 5M5, CAN"
4107,Éteint,2025-12-31T21:15:39,Permis,676,248247.375,5189723.355,-71.24149557425751,46.84464632080809,"4105-4275 5e Av E, Quebec, QC, G1H 3R5, CAN"
4108,Éteint,2025-12-31T21:15:39,Permis,680,248249.90775000025,5189935.160375001,-71.2414885865195,46.846551842789246,"4150-4160 6e Av E, Quebec, QC, G1H, CAN"
4109,Éteint,2025-12-31T21:15:39,Permis,677,247989.03100000042,5189811.15,-71.24489350035684,46.84541409349011,"42e Rue E, Quebec, QC, G1H, CAN"
4112,Éteint,2025-12-31T21:15:39,Permis,651,247545.13300000038,5189502.927999999,-71.25067465889006,46.84260344873092,"43e Rue O, Quebec, QC, G1H, CAN"
4113,Éteint,2025-12-31T21:15:39,Permis,1105,247541.125,5189418.118000001,-71.2507165758987,46.84184019225623,"130-198 42e Rue O, Quebec, QC, G1H 5L1, CAN"
4114,Éteint,2025-12-31T21:15:39,Permis,617,247593.88100000005,5189384.507999999,-71.25002074970442,46.84154238607968,"4214-4250 Rue Charles Dorion, Quebec, QC, G1H, CAN"
4115,Éteint,2025-12-31T21:15:39,Permis,652,247425.03500000015,5189296.0370000005,-71.25222315894642,46.84073201586762,"4252-4296 Rue Charles Dorion, Quebec, QC, G1H, CAN"
4116,Éteint,2025-12-31T21:15:39,Permis,182,247435.20600000024,5189353.668,-71.25209705707576,46.84125131405373,"200-276 42e Rue O, Quebec, QC, G1H, CAN"
4117,Éteint,2025-12-31T21:15:39,Permis,1092,247212.71600000001,5189216.591,-71.25499653854877,46.83999903054276,"320-360 42e Rue O, Quebec, QC, G1H 5L7, CAN"
4118,Éteint,2025-12-31T21:15:39,Permis,175,247175.14400000032,5189142.479,-71.2554797358835,46.83932910347479,"4214-4296 Rue Charles Bédard, Quebec, QC, G1H 5L9, CAN"
4119,Éteint,2025-12-31T21:15:39,Permis,1096,247309.9620000003,5189207.194,-71.25372052936775,46.83992290131077,"4214-4296 Rue Charles Bédard, Quebec, QC, G1H 5L9, CAN"
4120,Éteint,2025-12-31T21:15:39,Permis,362,247311.78899999987,5189278.48,-71.25370554647291,46.84056431496393,"308-312 42e Rue O, Quebec, QC, G1H, CAN"
4121,Éteint,2025-12-31T21:15:39,Permis,648,247134.28687500022,5189234.5875,-71.25602696001113,46.84015413221602,"326-390 43e Rue O, Quebec, QC, G1H 5K4, CAN"
4122,Éteint,2025-12-31T21:15:39,Permis,229,247115.66500000004,5189100.813999999,-71.25625419487946,46.83894915543087,"4145-4195 4e Av O, Quebec, QC, G1H, CAN"
4123,Éteint,2025-12-31T21:15:39,Permis,487,247078.5,5189037.137,-71.25673334986584,46.838373126758704,"4105-4155 Rue De Gros Pin, Quebec, QC, G1H, CAN"
4124,Éteint,2025-12-31T21:15:39,Permis,176,246957.37700000033,5189043.210999999,-71.25832190705714,46.838417257183096,"4120-4170 Rue De Gros Pin, Quebec, QC, G1H, CAN"
4125,Éteint,2025-12-31T21:15:39,Permis,281,246838.4179999996,5188891.3379999995,-71.25986206826423,46.83704073699761,"4120-4170 Rue De Gros Pin, Quebec, QC, G1H, CAN"
4127,Éteint,2025-12-31T21:15:39,Permis,650,247670.19900000002,5189746.767999999,-71.24906553962005,46.844807663155365,"120-184 45e Rue E, Quebec, QC, G1H, CAN"
4128,Éteint,2025-12-31T21:15:39,Permis,653,247688.43900000025,5189694.18,-71.24881983062411,46.84433617033048,"115-185 44e Rue E, Quebec, QC, G1H, CAN"
4129,Éteint,2025-12-31T21:15:39,Permis,655,247692.29200000037,5189875.804,-71.24879201936848,46.84597030686513,"4640-4660 2e Av E, Quebec, QC, G1H, CAN"
4130,Éteint,2025-12-31T21:15:39,Permis,1101,247640.76099999994,5189839.295,-71.24946306240477,46.84563746702681,"121-183 46e Rue E, Quebec, QC, G1H, CAN"
4132,Éteint,2025-12-31T21:15:39,Permis,230,247892.02099999972,5190111.418,-71.24620276919245,46.8481068832492,"415-477 47e Rue E, Quebec, QC, G1H 2M7, CAN"
4133,Éteint,2025-12-31T21:15:39,Permis,184,247696.27799999993,5189988.884,-71.24875389486252,46.84698786423516,"325-391 47e Rue E, Quebec, QC, G1H 2M5, CAN"
4134,Éteint,2025-12-31T21:15:39,Permis,181,247526.05900000036,5189867.306,-71.25097039555223,46.84587958449796,"2-120 47e Rue E, Quebec, QC, G1H, CAN"
4135,Éteint,2025-12-31T21:15:39,Permis,66,247940.50299999956,5189917.948000001,-71.24554302592112,46.84637065758857,"420-490 45e Rue E, Quebec, QC, G1H 2R5, CAN"
4136,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,1069,247759.7740000002,5190119.687999999,-71.24793773095338,46.848169959408175,"339-393 48e Rue E, Quebec, QC, G1H, CAN"
4137,Éteint,2025-12-31T21:15:39,Permis,198,247694.21700000018,5190168.316,-71.24880334808346,46.848601774567456,"342-384 50e Rue E, Quebec, QC, G1H, CAN"
4138,Éteint,2025-12-31T21:15:39,Permis,1011,247496.08999999985,5190049.264,-71.25138613606752,46.847513815124124,"142-200 50e Rue E, Quebec, QC, G1H 0C7, CAN"
4139,Éteint,2025-12-31T21:15:39,Permis,674,247466.64400000032,5190107.744999999,-71.25177954660128,46.848037347730205,"104-190 51e Rue E, Quebec, QC, G1H, CAN"
4140,Éteint,2025-12-31T21:15:39,Permis,1017,247662.64099999983,5190227.295,-71.24922473156803,46.849129613027806,"342-380 51e Rue E, Quebec, QC, G1H, CAN"
4141,Éteint,2025-12-31T21:15:39,Permis,1018,247591.03199999966,5190275.445,-71.25016966617171,46.84955659834049,"325-383 52e Rue E, Quebec, QC, G1H 2J3, CAN"
4142,Éteint,2025-12-31T21:15:39,Permis,801,247405.108,5190162.977,-71.25259330102088,46.84852888679477,"101-185 52e Rue E, Quebec, QC, G1H, CAN"
4143,Éteint,2025-12-31T21:15:39,Permis,227,247390.76099999994,5190232.305,-71.25279012345328,46.849151291688024,"127-195 53e Rue E, Quebec, QC, G1H, CAN"
4144,Éteint,2025-12-31T21:15:39,Permis,803,247350.20100000035,5190267.154999999,-71.25332631040284,46.849461286963525,"120-196 54e Rue E, Quebec, QC, G1H, CAN"
4145,Hors service,2025-12-31T21:15:39,Feu clignotant hors service,568,247237.05700000003,5190342.127,-71.25481925793228,46.85012592603383,"120-150 56e Rue E, Quebec, QC, G1H, CAN"
4146,Éteint,2025-12-31T21:15:39,Permis,1070,247335.56900000013,5190348.309,-71.25352836955722,46.85019004688128,"247 55e Rue E, Québec, QC, G1H 2G7, CAN"
4147,Éteint,2025-12-31T21:15:39,Permis,1071,247602.2450000001,5190331.130999999,-71.2500296188428,46.85005848691923,"5192-5240 5e Av E, Quebec, QC, G1H 3R6, CAN"
4148,Éteint,2025-12-31T21:15:39,Permis,802,247901.83100000024,5190268.073999999,-71.24609366134926,46.84951692706479,"4782-4860 5e Av E, Quebec, QC, G1H 3R6, CAN"
4150,Éteint,2025-12-31T21:15:39,Permis,67,247568.3080000002,5190137.82,-71.25045037103568,46.84831663526335,"5025-5027 3e Av E, Quebec, QC, G1H, CAN"
4151,Éteint,2025-12-31T21:15:39,Permis,654,247307.24899999984,5189688.305,-71.25381662926583,46.84425051803101,"4635-4667 2e Av O, Quebec, QC, G1H, CAN"
4152,Éteint,2025-12-31T21:15:39,Permis,806,247208.43599999975,5189902.494000001,-71.25513910105082,46.84616872205863,"5055-5105 2e Av O, Quebec, QC, G1H 6L2, CAN"
4153,Éteint,2025-12-31T21:15:39,Permis,73,247116.19400000013,5190096.895,-71.25637301472717,46.84790947560261,"5335-5337 2e Av O, Quebec, QC, G1H, CAN"
